Incident_No,Force_Type,Incident_Date,Precinct,Race,Gender
8645,Level 2 - Use of Force,2015-11-27 12:00:00,0.0,3,1
8648,Level 1 - Use of Force,2015-11-28 15:19:00,0.0,1,0
8649,Level 1 - Use of Force,2015-11-30 02:50:00,0.0,2,0
8655,Level 2 - Use of Force,2015-11-30 13:40:00,1.0,2,1
8656,Level 2 - Use of Force,2015-11-30 13:50:00,1.0,2,1
8657,Level 1 - Use of Force,2015-11-25 23:24:00,3.0,8,1
8659,Level 1 - Use of Force,2015-11-30 23:45:00,3.0,1,1
8667,Level 2 - Use of Force,2015-11-27 15:00:00,0.0,2,0
8671,Level 2 - Use of Force,2015-12-01 10:22:00,2.0,1,1
8672,Level 2 - Use of Force,2015-12-01 10:22:00,2.0,1,1
8674,Level 2 - Use of Force,2015-12-01 10:47:00,2.0,1,1
8676,Level 2 - Use of Force,2015-12-01 10:22:00,2.0,1,1
8677,Level 1 - Use of Force,2015-12-01 09:51:00,3.0,8,1
8677,Level 1 - Use of Force,2015-12-01 09:51:00,3.0,2,0
8677,Level 1 - Use of Force,2015-12-01 09:51:00,3.0,8,1
8681,Level 1 - Use of Force,2015-12-01 13:39:00,0.0,1,1
8682,Level 1 - Use of Force,2015-12-01 20:45:00,0.0,2,1
8683,Level 1 - Use of Force,2015-12-01 20:36:00,2.0,2,1
8684,Level 1 - Use of Force,2015-12-01 23:35:00,2.0,2,1
8685,Level 1 - Use of Force,2015-12-01 23:27:00,2.0,2,1
8686,Level 1 - Use of Force,2015-12-01 23:27:00,2.0,2,1
8687,Level 1 - Use of Force,2015-12-02 23:27:00,2.0,2,1
8687,Level 1 - Use of Force,2015-12-02 23:27:00,2.0,2,0
8691,Level 1 - Use of Force,2015-12-02 04:00:00,3.0,5,1
8694,Level 1 - Use of Force,2015-12-02 06:00:00,3.0,5,1
8696,Level 2 - Use of Force,2015-11-27 14:40:00,0.0,2,0
8703,Level 2 - Use of Force,2015-11-27 14:40:00,0.0,2,0
8707,Level 1 - Use of Force,2015-12-01 18:00:00,0.0,2,1
8710,Level 1 - Use of Force,2015-12-01 18:55:00,0.0,2,1
8710,Level 1 - Use of Force,2015-12-01 18:55:00,0.0,2,1
8712,Level 1 - Use of Force,2015-12-02 15:45:00,0.0,1,1
8713,Level 2 - Use of Force,2015-12-02 14:46:00,0.0,1,1
8714,Level 2 - Use of Force,2015-12-02 14:46:00,0.0,1,1
8715,Level 1 - Use of Force,2015-12-02 19:45:00,3.0,3,0
8716,Level 2 - Use of Force,2015-12-01 10:22:00,2.0,1,1
8719,Level 3 - Use of Force,2015-12-03 07:49:00,2.0,0,1
8721,Level 3 - Use of Force,2015-12-03 07:54:00,2.0,0,1
8722,Level 3 - Use of Force,2015-12-03 07:56:00,2.0,0,1
8723,Level 1 - Use of Force,2015-12-03 10:56:00,5.0,1,1
8724,Level 1 - Use of Force,2015-12-03 11:00:00,5.0,1,1
8731,Level 1 - Use of Force,2015-12-03 13:45:00,3.0,2,0
8732,Level 1 - Use of Force,2015-12-03 13:40:00,3.0,2,0
8733,Level 1 - Use of Force,2015-12-03 13:45:00,3.0,2,0
8734,Level 1 - Use of Force,2015-12-03 20:30:00,3.0,1,1
8741,Level 1 - Use of Force,2015-12-04 23:44:00,0.0,1,1
8742,Level 1 - Use of Force,2015-12-04 23:37:00,0.0,1,1
8743,Level 1 - Use of Force,2015-12-04 23:45:00,0.0,1,1
8744,Level 1 - Use of Force,2015-12-05 04:30:00,0.0,1,1
8745,Level 2 - Use of Force,2015-12-01 10:30:00,2.0,1,1
8749,Level 1 - Use of Force,2015-12-05 02:21:00,2.0,1,1
8750,Level 1 - Use of Force,2015-12-05 23:09:00,0.0,1,1
8751,Level 1 - Use of Force,2015-12-05 19:32:00,0.0,2,1
8753,Level 1 - Use of Force,2015-12-06 01:45:00,0.0,2,0
8755,Level 1 - Use of Force,2015-12-06 02:19:00,4.0,0,1
8756,Level 1 - Use of Force,2015-12-06 04:05:00,1.0,2,1
8760,Level 1 - Use of Force,2015-12-06 13:22:00,3.0,2,1
8761,Level 3 - OIS,2015-12-06 13:53:00,3.0,2,1
8762,Level 1 - Use of Force,2015-12-06 13:50:00,3.0,2,1
8764,Level 1 - Use of Force,2015-12-06 13:53:00,3.0,2,1
8766,Level 2 - Use of Force,2015-12-06 13:29:00,3.0,2,1
8769,Level 1 - Use of Force,2015-12-06 14:00:00,3.0,2,1
8770,Level 2 - Use of Force,2015-12-06 14:03:00,3.0,2,1
8771,Level 1 - Use of Force,2015-12-06 13:30:00,3.0,2,1
8772,Level 3 - OIS,2015-12-06 13:22:00,3.0,2,1
8773,Level 3 - OIS,2015-12-06 12:37:00,3.0,2,1
8777,Level 1 - Use of Force,2015-12-06 12:45:00,3.0,2,1
8778,Level 3 - OIS,2015-12-06 14:00:00,3.0,2,1
8779,Level 1 - Use of Force,2015-12-06 14:00:00,3.0,2,1
8780,Level 1 - Use of Force,2015-12-06 13:50:00,3.0,2,1
8782,Level 1 - Use of Force,2015-12-06 13:58:00,3.0,2,1
8783,Level 2 - Use of Force,2015-12-06 13:51:00,3.0,2,1
8784,Level 2 - Use of Force,2015-12-06 13:45:00,3.0,2,1
8785,Level 3 - OIS,2015-12-06 14:00:00,3.0,2,1
8786,Level 1 - Use of Force,2015-12-06 18:54:00,0.0,1,1
8788,Level 3 - OIS,2015-12-06 13:53:00,3.0,2,1
8789,Level 3 - OIS,2015-12-06 14:00:00,3.0,2,1
8790,Level 3 - OIS,2015-12-06 14:00:00,3.0,2,1
8792,Level 1 - Use of Force,2015-12-06 18:51:00,0.0,1,1
8793,Level 2 - Use of Force,2015-12-06 14:29:00,3.0,2,1
8795,Level 3 - OIS,2015-12-06 13:53:00,3.0,2,1
8797,Level 1 - Use of Force,2015-12-06 18:51:00,0.0,1,0
8799,Level 3 - OIS,2015-12-06 13:43:00,3.0,2,1
8801,Level 1 - Use of Force,2015-12-07 00:40:00,0.0,2,0
8803,Level 1 - Use of Force,2015-12-06 13:55:00,3.0,2,1
8804,Level 1 - Use of Force,2015-12-06 13:54:00,3.0,2,1
8806,Level 3 - OIS,2015-12-06 13:28:00,3.0,2,1
8812,Level 1 - Use of Force,2015-12-08 05:30:00,1.0,1,0
8814,Level 1 - Use of Force,2015-02-08 05:30:00,1.0,1,0
8817,Level 2 - Use of Force,2015-12-08 08:15:00,4.0,0,1
8817,Level 2 - Use of Force,2015-12-08 08:15:00,4.0,0,1
8818,Level 1 - Use of Force,2015-12-08 08:15:00,4.0,0,1
8848,Level 1 - Use of Force,2015-12-06 13:50:00,3.0,2,1
8854,Level 1 - Use of Force,2015-12-10 13:26:00,1.0,0,0
8855,Level 1 - Use of Force,2015-02-10 13:25:00,1.0,0,0
8860,Level 1 - Use of Force,2015-12-10 13:15:00,1.0,0,0
8861,Level 1 - Use of Force,2015-12-10 18:50:00,4.0,1,1
8862,Level 1 - Use of Force,2015-12-10 18:50:00,4.0,1,1
8863,Level 2 - Use of Force,2015-12-10 22:21:00,0.0,1,1
8864,Level 2 - Use of Force,2015-12-10 22:21:00,0.0,1,1
8873,Level 1 - Use of Force,2015-12-11 10:31:00,2.0,0,0
8876,Level 2 - Use of Force,2015-12-11 13:10:00,2.0,1,1
8877,Level 2 - Use of Force,2015-12-11 13:10:00,2.0,1,1
8881,Level 1 - Use of Force,2015-12-11 01:05:00,3.0,2,0
8886,Level 2 - Use of Force,2015-12-13 00:30:00,0.0,1,1
8888,Level 1 - Use of Force,2015-12-12 23:18:00,2.0,2,1
8889,Level 2 - Use of Force,2015-12-13 00:30:00,0.0,1,1
8891,Level 1 - Use of Force,2015-12-13 13:00:00,2.0,1,0
8893,Level 1 - Use of Force,2015-12-13 20:00:00,3.0,5,1
8894,Level 1 - Use of Force,2015-12-13 23:30:00,0.0,2,1
8907,Level 1 - Use of Force,2015-12-13 14:30:00,2.0,1,1
8908,Level 1 - Use of Force,2015-12-14 20:06:00,4.0,5,1
8911,Level 1 - Use of Force,2015-12-15 00:34:00,0.0,2,1
8912,Level 1 - Use of Force,2015-12-15 00:34:00,0.0,2,1
8930,Level 1 - Use of Force,2015-12-15 10:25:00,2.0,1,1
8954,Level 1 - Use of Force,2015-12-17 12:02:00,0.0,2,1
8955,Level 2 - Use of Force,2015-12-17 10:12:00,0.0,2,1
8959,Level 1 - Use of Force,2015-12-17 21:44:00,3.0,8,2
8978,Level 1 - Use of Force,2015-12-18 13:45:00,1.0,1,0
8979,Level 1 - Use of Force,2015-12-18 13:45:00,1.0,1,0
8981,Level 1 - Use of Force,2015-02-18 03:30:00,3.0,8,0
8982,Level 1 - Use of Force,2015-12-14 01:47:00,0.0,8,1
8983,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8983,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8983,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,1
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,1
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8984,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8985,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8985,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8985,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8987,Level 1 - Use of Force,2015-12-19 04:40:00,3.0,2,1
8988,Level 1 - Use of Force,2015-12-19 10:20:00,0.0,2,1
8989,Level 1 - Use of Force,2015-12-19 16:12:00,5.0,2,1
8990,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8990,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,1
8990,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,1,0
8990,Level 1 - Use of Force,2015-12-18 21:26:00,1.0,8,0
8991,Level 1 - Use of Force,2015-12-19 20:10:00,2.0,1,1
8992,Level 1 - Use of Force,2015-12-19 20:15:00,2.0,1,1
8993,Level 1 - Use of Force,2015-12-19 20:18:00,2.0,2,0
8993,Level 1 - Use of Force,2015-12-19 20:18:00,2.0,1,1
8994,Level 1 - Use of Force,2015-12-19 20:10:00,2.0,1,1
8995,Level 1 - Use of Force,2015-12-19 20:18:00,2.0,1,1
8997,Level 1 - Use of Force,2015-12-20 08:25:00,0.0,1,0
8997,Level 1 - Use of Force,2015-12-20 08:25:00,0.0,1,0
8999,Level 1 - Use of Force,2015-12-20 22:22:00,0.0,5,1
9000,Level 1 - Use of Force,2015-12-20 22:08:00,0.0,5,1
9002,Level 2 - Use of Force,2015-12-19 03:04:00,1.0,2,1
9004,Level 1 - Use of Force,2015-12-20 08:30:00,1.0,8,1
9021,Level 1 - Use of Force,2015-12-21 01:20:00,3.0,2,1
9023,Level 1 - Use of Force,2015-12-20 08:23:00,0.0,1,0
9023,Level 1 - Use of Force,2015-12-20 08:23:00,0.0,1,0
9031,Level 1 - Use of Force,2015-12-22 13:56:00,1.0,1,1
9033,Level 2 - Use of Force,2015-12-22 15:03:00,3.0,1,1
9035,Level 1 - Use of Force,2015-12-22 13:55:00,1.0,1,1
9039,Level 1 - Use of Force,2015-12-23 14:50:00,3.0,2,1
9048,Level 2 - Use of Force,2015-02-24 14:47:00,0.0,2,1
9050,Level 1 - Use of Force,2015-12-24 16:29:00,3.0,8,1
9051,Level 2 - Use of Force,2015-12-24 14:47:00,0.0,2,1
9052,Level 1 - Use of Force,2015-12-26 07:35:00,3.0,0,0
9053,Level 1 - Use of Force,2015-12-26 07:00:00,3.0,0,0
9054,Level 1 - Use of Force,2015-12-26 14:00:00,1.0,1,1
9055,Level 1 - Use of Force,2015-12-26 14:12:00,3.0,2,1
9057,Level 1 - Use of Force,2015-12-27 02:02:00,0.0,1,1
9059,Level 1 - Use of Force,2015-12-27 15:32:00,1.0,1,1
9060,Level 1 - Use of Force,2015-12-27 15:26:00,1.0,1,1
9062,Level 1 - Use of Force,2015-12-27 22:30:00,3.0,0,0
9063,Level 1 - Use of Force,2015-12-25 11:00:00,2.0,0,1
9064,Level 1 - Use of Force,2015-12-25 11:00:00,2.0,0,1
9065,Level 1 - Use of Force,2015-12-25 10:48:00,2.0,0,1
9066,Level 1 - Use of Force,2015-12-25 11:00:00,2.0,0,1
9079,Level 1 - Use of Force,2015-12-28 14:21:00,1.0,8,1
9080,Level 1 - Use of Force,2015-12-28 14:21:00,1.0,1,1
9081,Level 1 - Use of Force,2015-12-28 21:28:00,2.0,2,1
9082,Level 1 - Use of Force,2015-12-29 22:00:00,3.0,2,0
9083,Level 1 - Use of Force,2015-12-28 22:35:00,0.0,2,1
9093,Level 1 - Use of Force,2015-12-29 12:43:00,2.0,1,1
9095,Level 1 - Use of Force,2015-12-29 13:13:00,0.0,1,1
9096,Level 1 - Use of Force,2015-12-29 02:01:00,3.0,2,1
9097,Level 1 - Use of Force,2015-12-29 20:10:00,3.0,8,1
9098,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9099,Level 1 - Use of Force,2015-12-30 01:00:00,0.0,1,1
9100,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9101,Level 1 - Use of Force,2015-12-30 00:55:00,0.0,1,1
9102,Level 1 - Use of Force,2015-12-30 00:53:00,0.0,1,1
9103,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9104,Level 1 - Use of Force,2015-12-29 20:28:00,1.0,1,1
9104,Level 1 - Use of Force,2015-12-29 20:28:00,1.0,1,1
9105,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9106,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9108,Level 1 - Use of Force,2015-12-30 00:52:00,0.0,1,1
9110,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9111,Level 1 - Use of Force,2015-12-30 04:22:00,5.0,2,0
9118,Level 1 - Use of Force,2015-12-24 14:47:00,0.0,2,1
9119,Level 1 - Use of Force,2015-12-29 20:30:00,1.0,1,1
9119,Level 1 - Use of Force,2015-12-29 20:30:00,1.0,1,1
9120,Level 1 - Use of Force,2015-12-29 21:41:00,1.0,2,1
9121,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9122,Level 1 - Use of Force,2015-12-30 00:50:00,0.0,1,1
9123,Level 1 - Use of Force,2015-12-31 02:18:00,2.0,8,1
9123,Level 1 - Use of Force,2015-12-31 02:18:00,2.0,8,1
9124,Level 1 - Use of Force,2015-12-31 20:20:00,2.0,1,1
9124,Level 1 - Use of Force,2015-12-31 20:20:00,2.0,8,1
9124,Level 1 - Use of Force,2015-12-31 20:20:00,2.0,0,1
9125,Level 1 - Use of Force,2015-12-31 03:07:00,2.0,8,1
9127,Level 1 - Use of Force,2015-12-31 05:10:00,0.0,2,0
9129,Level 1 - Use of Force,2015-12-31 20:00:00,0.0,2,1
9130,Level 1 - Use of Force,2015-12-31 20:05:00,0.0,2,1
9131,Level 1 - Use of Force,2015-12-31 21:14:00,3.0,2,0
9132,Level 1 - Use of Force,2016-01-01 04:16:00,2.0,2,0
9133,Level 2 - Use of Force,2016-01-01 06:46:00,2.0,1,1
9134,Level 2 - Use of Force,2016-01-01 06:46:00,2.0,1,1
9135,Level 2 - Use of Force,2016-01-01 07:05:00,2.0,1,1
9136,Level 2 - Use of Force,2016-01-01 07:03:00,2.0,1,1
9137,Level 2 - Use of Force,2016-01-01 06:46:00,2.0,1,1
9138,Level 2 - Use of Force,2016-01-01 07:03:00,2.0,1,1
9139,Level 1 - Use of Force,2016-01-01 21:00:00,0.0,1,1
9140,Level 1 - Use of Force,2016-01-01 22:15:00,2.0,2,1
9141,Level 1 - Use of Force,2016-01-01 20:39:00,0.0,1,1
9142,Level 1 - Use of Force,2016-01-02 06:00:00,3.0,1,1
9143,Level 1 - Use of Force,2016-01-01 22:15:00,2.0,2,1
9144,Level 1 - Use of Force,2016-01-01 00:40:00,3.0,2,1
9146,Level 1 - Use of Force,2016-01-02 21:00:00,0.0,1,1
9147,Level 1 - Use of Force,2016-01-02 21:00:00,0.0,1,1
9148,Level 2 - Use of Force,2016-01-02 21:00:00,0.0,1,1
9149,Level 1 - Use of Force,2016-01-03 02:12:00,3.0,5,1
9152,Level 1 - Use of Force,2016-01-03 08:15:00,1.0,2,1
9153,Level 1 - Use of Force,2016-01-03 10:00:00,1.0,2,1
9154,Level 1 - Use of Force,2016-01-03 15:45:00,3.0,2,0
9155,Level 1 - Use of Force,2016-01-03 15:40:00,3.0,2,0
9156,Level 1 - Use of Force,2016-01-03 15:45:00,3.0,2,0
9158,Level 1 - Use of Force,2016-01-03 19:25:00,1.0,2,0
9168,Level 1 - Use of Force,2016-01-04 10:02:00,0.0,5,1
9174,Level 2 - Use of Force,2015-12-15 15:30:00,0.0,2,1
9175,Level 2 - Use of Force,2015-12-15 15:30:00,0.0,2,1
9176,Level 1 - Use of Force,2016-01-04 13:12:00,3.0,3,1
9177,Level 1 - Use of Force,2016-01-04 20:30:00,0.0,0,1
9178,Level 1 - Use of Force,2016-01-04 21:30:00,0.0,6,1
9201,Level 2 - Use of Force,2016-01-06 05:20:00,4.0,1,0
9202,Level 1 - Use of Force,2016-01-06 05:31:00,0.0,1,1
9203,Level 2 - Use of Force,2016-01-06 05:20:00,4.0,1,0
9203,Level 2 - Use of Force,2016-01-06 05:20:00,4.0,8,1
9204,Level 2 - Use of Force,2016-01-06 05:20:00,4.0,1,0
9204,Level 2 - Use of Force,2016-01-06 05:20:00,4.0,8,1
9205,Level 1 - Use of Force,2016-01-06 04:23:00,0.0,1,1
9227,Level 1 - Use of Force,2016-01-07 16:04:00,1.0,2,1
9229,Level 1 - Use of Force,2016-01-04 00:25:00,3.0,2,1
9230,Level 1 - Use of Force,2016-01-07 22:30:00,2.0,1,1
9231,Level 1 - Use of Force,2016-01-08 00:17:00,5.0,1,1
9232,Level 1 - Use of Force,2016-01-08 00:15:00,5.0,1,1
9235,Level 1 - Use of Force,2016-01-08 09:32:00,1.0,2,1
9236,Level 1 - Use of Force,2016-01-08 09:58:00,0.0,1,1
9239,Level 1 - Use of Force,2016-01-08 16:20:00,5.0,2,1
9240,Level 1 - Use of Force,2016-01-08 00:13:00,5.0,1,1
9241,Level 1 - Use of Force,2016-01-08 00:13:00,5.0,1,1
9242,Level 1 - Use of Force,2016-01-08 21:27:00,0.0,1,0
9243,Level 1 - Use of Force,2016-01-08 21:56:00,0.0,1,1
9244,Level 1 - Use of Force,2016-01-08 21:26:00,0.0,1,0
9245,Level 1 - Use of Force,2016-01-09 04:20:00,2.0,1,1
9246,Level 1 - Use of Force,2016-01-09 13:43:00,0.0,1,1
9247,Level 1 - Use of Force,2016-01-09 13:43:00,0.0,1,1
9248,Level 2 - Use of Force,2016-01-09 15:44:00,2.0,1,1
9250,Level 1 - Use of Force,2016-01-09 13:43:00,0.0,1,1
9252,Level 3 - OIS,2016-01-09 13:54:00,0.0,1,1
9255,Level 2 - Use of Force,2016-01-09 13:43:00,0.0,1,1
9256,Level 1 - Use of Force,2016-01-10 02:54:00,1.0,8,0
9257,Level 1 - Use of Force,2016-01-10 21:16:00,3.0,2,0
9281,Level 1 - Use of Force,2016-01-11 13:03:00,1.0,2,1
9284,Level 1 - Use of Force,2016-01-11 16:24:00,1.0,2,1
9284,Level 1 - Use of Force,2016-01-11 16:24:00,1.0,2,1
9285,Level 2 - Use of Force,2016-01-11 15:50:00,3.0,1,1
9286,Level 1 - Use of Force,2016-01-11 15:55:00,3.0,2,1
9287,Level 1 - Use of Force,2016-01-11 01:43:00,0.0,8,1
9289,Level 1 - Use of Force,2016-01-11 21:18:00,2.0,1,1
9298,Level 1 - Use of Force,2016-01-11 15:50:00,3.0,1,1
9301,Level 1 - Use of Force,2016-01-12 13:49:00,2.0,2,0
9302,Level 2 - Use of Force,2016-01-11 15:49:00,3.0,1,1
9303,Level 2 - Use of Force,2016-01-11 15:50:00,3.0,1,1
9304,Level 2 - Use of Force,2016-01-11 15:50:00,3.0,1,1
9305,Level 1 - Use of Force,2016-01-12 17:15:00,2.0,8,1
9311,Level 1 - Use of Force,2016-01-13 07:04:00,2.0,8,1
9320,Level 2 - Use of Force,2016-01-13 15:31:00,3.0,1,1
9321,Level 2 - Use of Force,2016-01-13 15:31:00,3.0,1,1
9325,Level 1 - Use of Force,2016-01-14 06:15:00,2.0,1,1
9343,Level 2 - Use of Force,2016-01-15 04:13:00,2.0,8,1
9349,Level 1 - Use of Force,2016-01-15 03:00:00,3.0,1,1
9350,Level 2 - Use of Force,2016-01-16 23:42:00,0.0,8,1
9351,Level 2 - Use of Force,2016-01-15 04:13:00,2.0,8,1
9352,Level 1 - Use of Force,2016-01-16 00:15:00,0.0,8,0
9353,Level 1 - Use of Force,2016-01-15 23:42:00,0.0,8,0
9354,Level 2 - Use of Force,2016-01-15 23:42:00,0.0,8,1
9355,Level 2 - Use of Force,2016-01-15 23:42:00,0.0,8,1
9356,Level 2 - Use of Force,2016-01-15 23:55:00,0.0,8,1
9357,Level 2 - Use of Force,2016-01-16 01:00:00,1.0,5,1
9359,Level 1 - Use of Force,2016-01-16 17:31:00,2.0,2,1
9360,Level 1 - Use of Force,2016-01-01 20:44:00,0.0,1,0
9362,Level 2 - Use of Force,2016-01-16 22:25:00,0.0,1,1
9363,Level 2 - Use of Force,2016-01-16 22:25:00,0.0,1,1
9367,Level 1 - Use of Force,2016-01-17 22:21:00,2.0,8,1
9367,Level 1 - Use of Force,2016-01-17 22:21:00,2.0,8,1
9368,Level 1 - Use of Force,2016-01-17 21:50:00,1.0,1,1
9368,Level 1 - Use of Force,2016-01-17 21:50:00,1.0,8,0
9370,Level 1 - Use of Force,2016-01-17 22:08:00,1.0,1,1
9371,Level 1 - Use of Force,2016-01-17 22:15:00,2.0,1,1
9371,Level 1 - Use of Force,2016-01-17 22:15:00,2.0,8,1
9371,Level 1 - Use of Force,2016-01-17 22:15:00,2.0,8,1
9371,Level 1 - Use of Force,2016-01-17 22:15:00,2.0,8,1
9372,Level 1 - Use of Force,2016-01-17 22:08:00,1.0,1,1
9374,Level 1 - Use of Force,2016-01-17 10:35:00,2.0,2,1
9375,Level 1 - Use of Force,2016-01-14 18:06:00,2.0,1,1
9376,Level 1 - Use of Force,2016-01-14 18:06:00,2.0,1,1
9377,Level 1 - Use of Force,2016-01-14 17:56:00,2.0,1,1
9379,Level 1 - Use of Force,2016-01-18 15:14:00,5.0,8,1
9380,Level 1 - Use of Force,2016-01-17 22:47:00,3.0,1,1
9381,Level 2 - Use of Force,2016-01-17 21:45:00,3.0,1,1
9395,Level 1 - Use of Force,2016-01-18 18:30:00,2.0,8,1
9396,Level 1 - Use of Force,2016-01-19 11:00:00,0.0,8,0
9399,Level 1 - Use of Force,2016-01-19 00:01:00,0.0,5,1
9400,Level 1 - Use of Force,2016-01-19 21:52:00,3.0,2,1
9401,Level 1 - Use of Force,2016-01-19 20:26:00,3.0,1,0
9402,Level 1 - Use of Force,2016-01-19 22:06:00,3.0,2,1
9426,Level 2 - Use of Force,2016-01-20 14:03:00,3.0,2,1
9427,Level 2 - Use of Force,2016-01-20 14:03:00,3.0,2,1
9428,Level 1 - Use of Force,2016-01-15 23:42:00,0.0,8,0
9429,Level 1 - Use of Force,2016-01-21 02:57:00,2.0,2,1
9430,Level 1 - Use of Force,2016-01-21 02:57:00,2.0,2,1
9431,Level 1 - Use of Force,2016-01-21 20:57:00,2.0,2,1
9432,Level 1 - Use of Force,2016-01-21 02:57:00,2.0,2,1
9433,Level 2 - Use of Force,2016-01-21 02:57:00,2.0,2,1
9436,Level 1 - Use of Force,2016-01-21 03:00:00,2.0,2,1
9450,Level 1 - Use of Force,2016-01-21 14:30:00,5.0,2,1
9455,Level 2 - Use of Force,2016-01-21 20:30:00,3.0,2,1
9456,Level 1 - Use of Force,2016-01-22 01:38:00,1.0,1,1
9457,Level 1 - Use of Force,2016-01-22 01:38:00,1.0,1,1
9469,Level 1 - Use of Force,2016-01-22 15:42:00,5.0,2,1
9470,Level 1 - Use of Force,2016-01-22 15:42:00,5.0,2,1
9470,Level 1 - Use of Force,2016-01-22 15:42:00,5.0,2,1
9470,Level 1 - Use of Force,2016-01-22 15:42:00,5.0,1,1
9472,Level 1 - Use of Force,2016-01-21 14:29:00,1.0,8,1
9473,Level 1 - Use of Force,2016-01-22 15:45:00,5.0,2,1
9474,Level 1 - Use of Force,2016-01-22 15:42:00,5.0,2,1
9477,Level 1 - Use of Force,2016-01-23 09:38:00,0.0,1,1
9478,Level 2 - Use of Force,2016-01-23 16:52:00,1.0,1,1
9479,Level 2 - Use of Force,2016-01-23 16:52:00,1.0,1,1
9480,Level 2 - Use of Force,2016-01-23 16:56:00,1.0,1,1
9481,Level 2 - Use of Force,2016-01-23 16:52:00,1.0,1,1
9482,Level 2 - Use of Force,2016-01-23 16:58:00,1.0,1,1
9483,Level 2 - Use of Force,2016-01-23 16:59:00,1.0,1,1
9484,Level 1 - Use of Force,2016-01-23 16:52:00,1.0,1,1
9485,Level 2 - Use of Force,2016-01-23 16:59:00,1.0,1,1
9486,Level 2 - Use of Force,2016-01-23 17:00:00,1.0,1,1
9487,Level 2 - Use of Force,2016-01-23 16:59:00,1.0,1,1
9488,Level 1 - Use of Force,2016-01-23 21:15:00,0.0,2,1
9490,Level 2 - Use of Force,2016-01-23 16:52:00,1.0,1,1
9492,Level 1 - Use of Force,2016-01-23 23:02:00,0.0,8,1
9492,Level 1 - Use of Force,2016-01-23 23:02:00,0.0,2,0
9493,Level 1 - Use of Force,2016-01-24 03:47:00,1.0,2,1
9504,Level 2 - Use of Force,2016-01-25 12:35:00,1.0,2,1
9505,Level 2 - Use of Force,2016-01-25 12:35:00,1.0,2,1
9507,Level 1 - Use of Force,2016-01-25 19:07:00,1.0,1,1
9508,Level 1 - Use of Force,2016-01-25 19:00:00,1.0,1,1
9509,Level 1 - Use of Force,2016-01-25 19:06:00,1.0,1,1
9509,Level 1 - Use of Force,2016-01-25 19:06:00,1.0,1,1
9510,Level 1 - Use of Force,2016-01-25 22:05:00,2.0,2,0
9512,Level 1 - Use of Force,2016-01-15 05:14:00,0.0,2,0
9526,Level 1 - Use of Force,2016-01-26 15:45:00,3.0,2,1
9527,Level 1 - Use of Force,2016-01-26 17:41:00,0.0,2,1
9528,Level 1 - Use of Force,2016-01-26 02:04:00,0.0,2,0
9532,Level 2 - Use of Force,2016-01-26 11:30:00,0.0,2,1
9535,Level 1 - Use of Force,2016-01-26 18:02:00,4.0,5,0
9536,Level 1 - Use of Force,2016-01-26 18:02:00,4.0,1,1
9536,Level 1 - Use of Force,2016-01-26 18:02:00,4.0,5,1
9539,Level 1 - Use of Force,2016-01-27 14:53:00,1.0,2,0
9541,Level 1 - Use of Force,2016-01-27 21:49:00,1.0,1,1
9542,Level 1 - Use of Force,2016-01-28 21:21:00,3.0,2,1
9543,Level 2 - Use of Force,2016-01-27 21:21:00,3.0,8,1
9544,Level 2 - Use of Force,2016-01-27 20:32:00,3.0,8,1
9545,Level 1 - Use of Force,2016-01-28 00:57:00,2.0,2,0
9554,Level 1 - Use of Force,2016-01-28 08:35:00,5.0,8,1
9555,Level 1 - Use of Force,2016-01-27 21:21:00,3.0,8,1
9567,Level 2 - Use of Force,2016-01-26 18:00:00,4.0,8,1
9568,Level 1 - Use of Force,2016-01-28 23:15:00,0.0,2,1
9569,Level 1 - Use of Force,2016-01-28 22:15:00,0.0,2,1
9570,Level 1 - Use of Force,2016-01-29 02:30:00,3.0,5,1
9579,Level 2 - Use of Force,2016-01-29 18:30:00,0.0,1,1
