Incident_No,Force_Type,Incident_Date,Precinct,Race,Gender
178,Level 1 - Use of Force,2014-05-23 17:24:00,0.0,0,0
179,Level 1 - Use of Force,2014-05-26 00:10:00,1.0,1,1
218,Level 1 - Use of Force,2014-05-30 14:06:00,1.0,2,1
219,Level 1 - Use of Force,2014-05-30 23:23:00,1.0,2,1
220,Level 1 - Use of Force,2014-05-30 23:16:00,1.0,3,1
222,Level 1 - Use of Force,2014-05-30 23:19:00,1.0,3,1
223,Level 1 - Use of Force,2014-06-01 16:03:00,2.0,1,1
229,Level 1 - Use of Force,2014-06-02 05:08:00,0.0,8,1
239,Level 1 - Use of Force,2014-06-04 22:07:00,1.0,8,0
240,Level 1 - Use of Force,2014-06-04 22:10:00,1.0,8,0
251,Level 1 - Use of Force,2014-06-07 00:09:00,1.0,1,1
253,Level 1 - Use of Force,2014-06-07 03:05:00,0.0,1,1
254,Level 1 - Use of Force,2014-06-07 03:05:00,0.0,1,1
271,Level 2 - Use of Force,2014-06-11 02:15:00,0.0,8,1
284,Level 2 - Use of Force,2014-06-11 02:15:00,0.0,8,1
285,Level 1 - Use of Force,2014-06-16 21:22:00,1.0,1,1
286,Level 1 - Use of Force,2014-06-16 21:22:00,1.0,1,1
291,Level 1 - Use of Force,2014-06-17 18:16:00,1.0,1,1
292,Level 1 - Use of Force,2014-06-17 18:21:00,1.0,1,1
293,Level 1 - Use of Force,2014-06-17 18:30:00,1.0,1,1
301,Level 1 - Use of Force,2014-06-21 22:10:00,0.0,3,0
302,Level 1 - Use of Force,2014-06-21 22:10:00,0.0,8,0
303,Level 2 - Use of Force,2014-06-21 07:43:00,1.0,1,1
305,Level 3 - Use of Force,2014-06-22 00:29:00,0.0,1,1
306,Level 1 - Use of Force,2014-06-22 00:29:00,0.0,1,1
307,Level 2 - Use of Force,2014-06-22 14:25:00,0.0,1,1
307,Level 2 - Use of Force,2014-06-22 14:25:00,0.0,2,1
308,Level 2 - Use of Force,2014-06-22 14:24:00,0.0,1,1
309,Level 2 - Use of Force,2014-06-22 14:24:00,0.0,1,1
310,Level 2 - Use of Force,2014-06-22 14:26:00,0.0,1,1
311,Level 1 - Use of Force,2014-06-22 00:33:00,1.0,2,1
334,Level 2 - Use of Force,2014-06-25 17:13:00,0.0,1,1
335,Level 2 - Use of Force,2014-06-25 17:13:00,0.0,1,1
336,Level 2 - Use of Force,2014-06-25 17:13:00,0.0,1,1
337,Level 1 - Use of Force,2014-06-22 00:33:00,1.0,2,1
338,Level 2 - Use of Force,2014-06-25 17:15:00,0.0,1,1
339,Level 3 - Use of Force,2014-06-25 23:30:00,0.0,1,1
340,Level 3 - Use of Force,2014-06-25 23:40:00,0.0,1,1
341,Level 2 - Use of Force,2014-06-25 23:30:00,0.0,1,1
342,Level 3 - Use of Force,2014-06-25 23:30:00,0.0,1,1
349,Level 2 - Use of Force,2014-06-26 15:03:00,3.0,2,1
350,Level 2 - Use of Force,2014-06-26 15:03:00,3.0,2,1
351,Level 1 - Use of Force,2014-06-26 23:56:00,0.0,1,0
352,Level 1 - Use of Force,2014-06-27 00:30:00,3.0,2,1
357,Level 1 - Use of Force,2014-06-27 22:30:00,3.0,2,0
358,Level 1 - Use of Force,2014-06-27 23:25:00,3.0,2,0
359,Level 2 - Use of Force,2014-06-29 03:20:00,0.0,2,1
360,Level 2 - Use of Force,2014-06-29 03:20:00,0.0,2,1
361,Level 1 - Use of Force,2014-06-28 23:10:00,3.0,1,1
362,Level 1 - Use of Force,2014-06-29 13:01:00,0.0,2,1
363,Level 1 - Use of Force,2014-06-28 23:53:00,3.0,2,1
364,Level 1 - Use of Force,2014-06-28 22:55:00,3.0,1,1
365,Level 1 - Use of Force,2014-06-29 21:42:00,3.0,8,1
366,Level 1 - Use of Force,2014-06-29 20:20:00,3.0,8,1
367,Level 1 - Use of Force,2014-06-29 20:20:00,3.0,8,1
368,Level 1 - Use of Force,2014-06-29 20:13:00,3.0,8,1
369,Level 1 - Use of Force,2014-06-29 13:01:00,0.0,2,1
370,Level 2 - Use of Force,2014-06-30 01:31:00,0.0,8,1
372,Level 1 - Use of Force,2014-06-30 23:55:00,0.0,2,1
376,Level 1 - Use of Force,2014-07-01 06:00:00,4.0,2,1
378,Level 2 - Use of Force,2014-07-01 22:40:00,0.0,1,1
379,Level 2 - Use of Force,2014-07-01 22:31:00,0.0,1,1
380,Level 1 - Use of Force,2014-07-02 00:45:00,0.0,8,1
381,Level 2 - Use of Force,2014-07-01 22:30:00,0.0,1,1
382,Level 1 - Use of Force,2014-07-02 01:00:00,0.0,8,1
385,Level 3 - OIS,2014-07-01 22:43:00,2.0,2,1
392,Level 1 - Use of Force,2014-07-02 09:45:00,3.0,2,1
393,Level 1 - Use of Force,2014-07-02 09:46:00,3.0,2,1
394,Level 1 - Use of Force,2014-07-02 09:45:00,3.0,2,1
395,Level 1 - Use of Force,2014-06-29 18:08:00,3.0,2,1
396,Level 1 - Use of Force,2014-06-29 17:32:00,3.0,2,1
398,Level 1 - Use of Force,2014-07-02 17:34:00,1.0,1,0
399,Level 1 - Use of Force,2014-07-02 17:25:00,1.0,1,0
403,Level 2 - Use of Force,2014-07-03 22:15:00,3.0,2,1
404,Level 1 - Use of Force,2014-06-28 22:57:00,3.0,1,1
405,Level 2 - Use of Force,2014-07-03 22:15:00,3.0,2,1
406,Level 2 - Use of Force,2014-07-03 22:15:00,3.0,2,1
407,Level 2 - Use of Force,2014-07-03 22:15:00,3.0,2,1
408,Level 1 - Use of Force,2014-07-04 20:29:00,3.0,2,1
409,Level 1 - Use of Force,2014-07-04 22:20:00,5.0,1,1
410,Level 1 - Use of Force,2014-07-04 22:20:00,5.0,1,1
421,Level 1 - Use of Force,2014-07-07 02:30:00,3.0,1,1
424,Level 2 - Use of Force,2014-07-08 01:17:00,1.0,2,1
425,Level 2 - Use of Force,2014-07-08 01:18:00,1.0,2,1
426,Level 2 - Use of Force,2014-07-08 01:16:00,1.0,2,1
435,Level 2 - Use of Force,2014-07-08 21:17:00,1.0,2,1
436,Level 1 - Use of Force,2014-06-29 02:28:00,3.0,0,0
437,Level 1 - Use of Force,2014-07-09 00:13:00,1.0,2,1
438,Level 1 - Use of Force,2014-07-09 09:27:00,5.0,8,1
439,Level 1 - Use of Force,2014-07-09 06:02:00,4.0,2,0
440,Level 1 - Use of Force,2014-07-09 13:06:00,0.0,2,1
441,Level 1 - Use of Force,2014-07-09 13:15:00,0.0,2,1
447,Level 1 - Use of Force,2014-07-09 20:39:00,0.0,2,0
448,Level 1 - Use of Force,2014-07-08 20:10:00,3.0,1,0
455,Level 1 - Use of Force,2014-07-10 17:45:00,0.0,1,1
458,Level 1 - Use of Force,2014-07-10 17:44:00,0.0,1,1
459,Level 1 - Use of Force,2014-07-10 17:46:00,0.0,1,1
460,Level 1 - Use of Force,2014-06-29 00:19:00,3.0,2,1
465,Level 1 - Use of Force,2014-07-12 01:11:00,1.0,2,1
466,Level 1 - Use of Force,2014-07-12 01:27:00,1.0,2,1
466,Level 1 - Use of Force,2014-07-12 01:27:00,1.0,2,0
467,Level 1 - Use of Force,2014-07-12 01:11:00,1.0,2,0
467,Level 1 - Use of Force,2014-07-12 01:11:00,1.0,2,1
468,Level 2 - Use of Force,2014-07-12 08:05:00,3.0,2,1
469,Level 2 - Use of Force,2014-07-12 08:20:00,3.0,2,1
471,Level 1 - Use of Force,2014-07-12 08:25:00,3.0,2,1
472,Level 2 - Use of Force,2014-07-12 08:05:00,3.0,2,1
474,Level 2 - Use of Force,2014-07-12 23:42:00,0.0,2,1
475,Level 2 - Use of Force,2014-07-12 23:42:00,0.0,2,1
477,Level 2 - Use of Force,2014-07-12 23:40:00,0.0,2,1
478,Level 1 - Use of Force,2014-07-13 13:50:00,0.0,8,1
479,Level 3 - Use of Force,2014-07-12 23:42:00,0.0,2,1
480,Level 1 - Use of Force,2014-07-12 11:20:00,4.0,8,1
481,Level 1 - Use of Force,2014-07-13 02:54:00,3.0,2,1
482,Level 1 - Use of Force,2014-07-14 02:54:00,3.0,2,1
483,Level 1 - Use of Force,2014-07-14 00:40:00,3.0,2,0
490,Level 1 - Use of Force,2014-07-08 20:10:00,3.0,1,0
491,Level 1 - Use of Force,2014-07-14 19:55:00,2.0,1,1
492,Level 1 - Use of Force,2014-07-12 01:30:00,2.0,2,1
493,Level 2 - Use of Force,2014-07-14 21:52:00,0.0,2,1
494,Level 2 - Use of Force,2014-07-14 21:52:00,0.0,2,1
495,Level 2 - Use of Force,2014-07-14 21:52:00,0.0,2,1
496,Level 2 - Use of Force,2014-07-14 21:52:00,0.0,2,1
497,Level 1 - Use of Force,2014-07-15 04:04:00,3.0,2,1
501,Level 1 - Use of Force,2014-07-15 16:15:00,3.0,8,0
503,Level 1 - Use of Force,2014-07-15 16:16:00,3.0,2,1
503,Level 1 - Use of Force,2014-07-15 16:16:00,3.0,8,0
504,Level 1 - Use of Force,2014-07-14 22:15:00,3.0,2,1
505,Level 1 - Use of Force,2014-07-15 21:00:00,1.0,2,1
506,Level 1 - Use of Force,2014-07-15 21:00:00,1.0,2,1
507,Level 1 - Use of Force,2014-07-16 04:00:00,3.0,8,0
510,Level 1 - Use of Force,2014-07-16 03:53:00,3.0,8,0
518,Level 1 - Use of Force,2014-07-16 15:55:00,0.0,8,1
519,Level 1 - Use of Force,2014-07-16 17:53:00,2.0,2,1
520,Level 1 - Use of Force,2014-07-16 19:38:00,0.0,8,0
521,Level 1 - Use of Force,2014-07-16 19:38:00,0.0,8,0
527,Level 1 - Use of Force,2014-07-16 17:13:00,0.0,2,1
528,Level 1 - Use of Force,2014-07-16 17:12:00,0.0,2,1
529,Level 1 - Use of Force,2014-07-17 14:12:00,5.0,2,0
530,Level 1 - Use of Force,2014-07-17 14:30:00,0.0,3,0
531,Level 1 - Use of Force,2014-07-17 14:30:00,0.0,3,0
532,Level 1 - Use of Force,2014-07-17 21:00:00,2.0,1,1
533,Level 1 - Use of Force,2014-07-16 21:07:00,0.0,2,1
534,Level 2 - Use of Force,2014-07-18 19:52:00,3.0,2,0
535,Level 2 - Use of Force,2014-07-17 19:52:00,3.0,2,0
541,Level 1 - Use of Force,2014-07-19 00:30:00,2.0,1,0
550,Level 2 - Use of Force,2014-07-19 01:22:00,2.0,1,1
551,Level 3 - OIS,2014-07-19 01:27:00,2.0,1,1
552,Level 1 - Use of Force,2014-07-19 15:13:00,3.0,8,1
553,Level 1 - Use of Force,2014-07-19 16:44:00,4.0,1,1
554,Level 1 - Use of Force,2014-07-19 15:05:00,3.0,2,1
555,Level 1 - Use of Force,2014-07-19 22:26:00,3.0,2,1
556,Level 2 - Use of Force,2014-07-20 01:10:00,1.0,1,1
557,Level 1 - Use of Force,2014-07-20 03:20:00,3.0,5,1
558,Level 2 - Use of Force,2014-07-20 02:00:00,1.0,2,1
559,Level 2 - Use of Force,2014-07-20 02:15:00,1.0,2,1
560,Level 2 - Use of Force,2014-07-20 01:07:00,1.0,1,1
561,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
562,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
563,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
564,Level 1 - Use of Force,2014-07-20 02:54:00,3.0,5,1
565,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
566,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
567,Level 1 - Use of Force,2014-07-20 03:11:00,3.0,5,1
568,Level 1 - Use of Force,2014-07-20 03:00:00,3.0,5,1
569,Level 1 - Use of Force,2014-07-20 03:04:00,3.0,5,1
570,Level 1 - Use of Force,2014-07-20 22:14:00,1.0,5,1
571,Level 1 - Use of Force,2014-06-30 21:21:00,0.0,2,0
572,Level 1 - Use of Force,2014-07-20 20:12:00,2.0,3,1
574,Level 2 - Use of Force,2014-07-20 20:25:00,2.0,3,1
578,Level 1 - Use of Force,2014-07-21 06:29:00,0.0,1,1
581,Level 1 - Use of Force,2014-07-16 00:44:00,3.0,2,1
581,Level 1 - Use of Force,2014-07-16 00:44:00,3.0,2,1
581,Level 1 - Use of Force,2014-07-16 00:44:00,3.0,2,0
581,Level 1 - Use of Force,2014-07-16 00:44:00,3.0,2,1
582,Level 1 - Use of Force,2014-07-21 22:55:00,3.0,1,1
583,Level 1 - Use of Force,2014-07-21 21:00:00,2.0,0,0
592,Level 1 - Use of Force,2014-07-22 15:06:00,5.0,1,1
593,Level 1 - Use of Force,2014-07-22 16:36:00,0.0,1,0
594,Level 1 - Use of Force,2014-07-19 22:26:00,3.0,2,1
595,Level 1 - Use of Force,2014-07-20 22:31:00,3.0,2,1
605,Level 1 - Use of Force,2014-07-23 15:36:00,3.0,1,1
606,Level 2 - Use of Force,2014-07-23 15:15:00,1.0,1,1
609,Level 2 - Use of Force,2014-07-23 15:12:00,1.0,1,1
611,Level 2 - Use of Force,2014-07-23 15:15:00,1.0,1,1
612,Level 2 - Use of Force,2014-07-23 15:15:00,1.0,1,1
613,Level 1 - Use of Force,2014-07-23 18:16:00,0.0,2,0
614,Level 2 - Use of Force,2014-07-23 15:13:00,1.0,1,1
615,Level 2 - Use of Force,2014-07-23 15:15:00,1.0,1,1
616,Level 1 - Use of Force,2014-07-23 18:16:00,0.0,2,0
617,Level 2 - Use of Force,2014-07-23 15:01:00,1.0,1,1
618,Level 1 - Use of Force,2014-07-23 18:16:00,0.0,2,0
619,Level 1 - Use of Force,2014-07-19 22:35:00,3.0,2,1
620,Level 1 - Use of Force,2014-07-23 22:12:00,4.0,1,0
631,Level 1 - Use of Force,2014-07-24 19:00:00,2.0,8,0
632,Level 1 - Use of Force,2014-07-24 18:34:00,2.0,8,0
633,Level 1 - Use of Force,2014-07-25 21:38:00,2.0,2,1
634,Level 1 - Use of Force,2014-07-26 00:38:00,0.0,1,1
635,Level 1 - Use of Force,2014-07-26 00:20:00,3.0,3,1
636,Level 2 - Use of Force,2014-07-26 03:07:00,1.0,2,1
637,Level 1 - Use of Force,2014-07-26 04:15:00,3.0,5,1
638,Level 1 - Use of Force,2014-07-26 04:03:00,1.0,2,0
639,Level 1 - Use of Force,2014-07-26 08:06:00,1.0,2,1
640,Level 1 - Use of Force,2014-07-26 08:36:00,1.0,2,1
641,Level 1 - Use of Force,2014-07-26 02:00:00,3.0,2,0
642,Level 1 - Use of Force,2014-07-26 01:35:00,3.0,2,0
643,Level 1 - Use of Force,2014-07-26 01:40:00,3.0,2,0
644,Level 1 - Use of Force,2014-07-27 13:46:00,2.0,5,1
645,Level 1 - Use of Force,2014-07-27 14:36:00,2.0,2,1
648,Level 1 - Use of Force,2014-07-27 22:51:00,3.0,2,1
649,Level 1 - Use of Force,2014-07-27 23:10:00,3.0,2,1
650,Level 1 - Use of Force,2014-07-27 23:10:00,3.0,2,1
651,Level 1 - Use of Force,2014-07-24 21:40:00,2.0,8,1
654,Level 1 - Use of Force,2014-07-28 05:10:00,5.0,1,1
659,Level 1 - Use of Force,2014-07-27 13:45:00,2.0,5,1
663,Level 1 - Use of Force,2014-07-27 23:00:00,3.0,2,1
664,Level 1 - Use of Force,2014-07-27 23:03:00,3.0,2,1
668,Level 1 - Use of Force,2014-07-29 12:15:00,0.0,1,1
669,Level 1 - Use of Force,2014-07-29 12:16:00,0.0,1,1
670,Level 1 - Use of Force,2014-07-28 17:53:00,3.0,2,0
672,Level 1 - Use of Force,2014-07-27 13:45:00,2.0,5,1
673,Level 1 - Use of Force,2014-07-29 13:30:00,3.0,0,1
674,Level 1 - Use of Force,2014-07-29 14:30:00,2.0,2,1
678,Level 1 - Use of Force,2014-07-30 01:28:00,1.0,1,1
679,Level 1 - Use of Force,2014-07-30 01:28:00,1.0,1,1
680,Level 1 - Use of Force,2014-07-30 01:28:00,1.0,1,1
683,Level 3 - OIS,2014-07-30 03:05:00,3.0,2,1
685,Level 1 - Use of Force,2014-07-30 08:41:00,1.0,8,0
686,Level 3 - OIS,2014-07-30 03:05:00,3.0,2,1
687,Level 1 - Use of Force,2014-07-30 08:41:00,1.0,8,0
688,Level 1 - Use of Force,2014-07-30 08:41:00,1.0,8,0
689,Level 1 - Use of Force,2014-07-30 08:41:00,1.0,8,0
690,Level 1 - Use of Force,2014-07-30 08:41:00,1.0,8,0
692,Level 1 - Use of Force,2014-07-30 15:10:00,1.0,8,1
694,Level 1 - Use of Force,2014-07-30 15:10:00,1.0,8,1
696,Level 1 - Use of Force,2014-07-30 22:57:00,2.0,2,0
697,Level 1 - Use of Force,2014-07-30 23:00:00,2.0,2,0
698,Level 1 - Use of Force,2014-07-30 22:57:00,2.0,2,0
703,Level 1 - Use of Force,2014-07-31 19:59:00,2.0,1,1
704,Level 2 - Use of Force,2014-07-31 21:03:00,0.0,1,1
705,Level 1 - Use of Force,2014-07-31 20:08:00,0.0,8,1
706,Level 1 - Use of Force,2014-08-01 00:55:00,1.0,1,1
707,Level 2 - Use of Force,2014-07-31 21:03:00,0.0,1,1
712,Level 1 - Use of Force,2014-07-27 03:06:00,1.0,1,1
714,Level 2 - Use of Force,2014-07-31 22:04:00,3.0,1,1
716,Level 2 - Use of Force,2014-07-31 22:05:00,3.0,1,1
717,Level 2 - Use of Force,2014-07-31 22:04:00,3.0,1,1
718,Level 1 - Use of Force,2014-08-01 22:51:00,0.0,2,1
719,Level 1 - Use of Force,2014-08-02 16:16:00,0.0,2,1
720,Level 1 - Use of Force,2014-08-02 16:16:00,0.0,2,1
721,Level 1 - Use of Force,2014-08-02 16:16:00,0.0,1,1
722,Level 1 - Use of Force,2014-08-02 16:22:00,0.0,1,1
723,Level 2 - Use of Force,2014-08-02 18:03:00,0.0,2,1
724,Level 1 - Use of Force,2014-08-03 11:30:00,2.0,1,1
726,Level 1 - Use of Force,2014-08-03 14:11:00,1.0,2,1
727,Level 1 - Use of Force,2014-08-03 14:09:00,1.0,2,1
728,Level 1 - Use of Force,2014-08-03 14:08:00,1.0,2,1
729,Level 1 - Use of Force,2014-08-04 02:20:00,3.0,8,1
730,Level 1 - Use of Force,2014-08-04 04:04:00,1.0,2,1
741,Level 1 - Use of Force,2014-07-30 01:28:00,1.0,1,1
748,Level 1 - Use of Force,2014-08-05 17:12:00,2.0,1,0
749,Level 2 - Use of Force,2014-08-05 19:57:00,0.0,2,1
750,Level 2 - Use of Force,2014-08-04 22:30:00,0.0,1,1
751,Level 2 - Use of Force,2014-08-05 19:58:00,0.0,2,1
752,Level 2 - Use of Force,2014-08-05 19:12:00,0.0,2,1
753,Level 2 - Use of Force,2014-08-05 19:58:00,0.0,2,1
755,Level 1 - Use of Force,2014-08-06 01:42:00,1.0,1,1
756,Level 1 - Use of Force,2014-08-06 01:40:00,1.0,1,1
757,Level 1 - Use of Force,2014-08-06 01:42:00,1.0,1,1
758,Level 1 - Use of Force,2014-08-06 01:49:00,1.0,2,1
759,Level 1 - Use of Force,2014-08-06 01:40:00,1.0,1,1
759,Level 1 - Use of Force,2014-08-06 01:40:00,1.0,2,1
764,Level 2 - Use of Force,2014-08-06 16:07:00,2.0,2,1
765,Level 2 - Use of Force,2014-08-06 16:11:00,2.0,2,1
766,Level 2 - Use of Force,2014-08-06 16:12:00,2.0,2,1
767,Level 1 - Use of Force,2014-08-06 23:23:00,0.0,2,1
768,Level 1 - Use of Force,2014-08-06 23:23:00,0.0,2,1
771,Level 1 - Use of Force,2014-08-07 15:32:00,2.0,2,0
772,Level 1 - Use of Force,2014-08-07 20:25:00,2.0,8,1
773,Level 1 - Use of Force,2014-08-07 20:15:00,2.0,8,1
774,Level 1 - Use of Force,2014-08-07 19:53:00,2.0,8,1
775,Level 1 - Use of Force,2014-08-07 20:04:00,2.0,8,1
776,Level 1 - Use of Force,2014-08-07 19:53:00,2.0,8,1
777,Level 1 - Use of Force,2014-08-07 19:53:00,2.0,8,1
785,Level 1 - Use of Force,2014-08-08 21:47:00,3.0,1,0
786,Level 2 - Use of Force,2014-08-09 02:31:00,0.0,2,1
787,Level 2 - Use of Force,2014-08-09 02:30:00,0.0,2,1
788,Level 1 - Use of Force,2014-07-29 12:15:00,0.0,1,1
789,Level 2 - Use of Force,2014-08-09 16:54:00,0.0,2,1
790,Level 2 - Use of Force,2014-08-09 16:54:00,0.0,2,1
791,Level 2 - Use of Force,2014-08-09 16:54:00,0.0,2,1
792,Level 2 - Use of Force,2014-08-09 16:54:00,0.0,2,1
793,Level 1 - Use of Force,2014-08-09 03:10:00,3.0,1,1
794,Level 1 - Use of Force,2014-07-29 12:15:00,0.0,1,1
795,Level 1 - Use of Force,2014-08-10 14:16:00,5.0,2,0
796,Level 2 - Use of Force,2014-07-30 03:05:00,3.0,2,1
797,Level 2 - Use of Force,2014-08-10 22:29:00,1.0,2,1
798,Level 2 - Use of Force,2014-08-10 22:36:00,1.0,2,1
800,Level 2 - Use of Force,2014-08-11 16:51:00,1.0,2,1
801,Level 2 - Use of Force,2014-08-11 16:51:00,1.0,2,1
803,Level 2 - Use of Force,2014-08-11 17:17:00,1.0,2,1
804,Level 2 - Use of Force,2014-08-11 17:17:00,1.0,2,1
805,Level 2 - Use of Force,2014-08-11 16:57:00,1.0,2,1
814,Level 2 - Use of Force,2014-08-12 17:40:00,5.0,2,1
815,Level 2 - Use of Force,2014-08-12 17:40:00,5.0,2,1
816,Level 2 - Use of Force,2014-08-13 23:56:00,1.0,1,1
817,Level 2 - Use of Force,2014-08-12 23:56:00,1.0,1,1
818,Level 2 - Use of Force,2014-08-12 23:56:00,1.0,1,1
819,Level 2 - Use of Force,2014-08-13 01:13:00,1.0,1,1
821,Level 2 - Use of Force,2014-08-13 01:13:00,1.0,1,1
823,Level 2 - Use of Force,2014-08-12 17:40:00,5.0,2,1
824,Level 2 - Use of Force,2014-08-12 17:40:00,5.0,2,1
830,Level 2 - Use of Force,2014-08-13 23:56:00,1.0,8,1
831,Level 1 - Use of Force,2014-08-13 22:21:00,0.0,1,1
832,Level 1 - Use of Force,2014-08-13 20:49:00,4.0,5,1
832,Level 1 - Use of Force,2014-08-13 20:49:00,4.0,5,1
833,Level 1 - Use of Force,2014-08-13 22:00:00,0.0,1,1
834,Level 1 - Use of Force,2014-08-13 21:32:00,0.0,1,1
836,Level 1 - Use of Force,2014-08-13 21:38:00,0.0,1,1
837,Level 1 - Use of Force,2014-08-13 05:02:00,5.0,8,1
842,Level 2 - Use of Force,2014-08-13 23:50:00,2.0,2,1
843,Level 2 - Use of Force,2014-08-13 23:50:00,2.0,2,1
844,Level 2 - Use of Force,2014-08-13 19:30:00,2.0,2,1
845,Level 2 - Use of Force,2014-08-13 19:30:00,2.0,2,1
846,Level 2 - Use of Force,2014-08-06 16:07:00,2.0,2,1
847,Level 1 - Use of Force,2014-08-13 21:00:00,4.0,5,1
847,Level 1 - Use of Force,2014-08-13 21:00:00,4.0,5,1
849,Level 1 - Use of Force,2014-08-14 16:00:00,3.0,2,1
850,Level 1 - Use of Force,2014-08-14 16:00:00,3.0,2,1
851,Level 1 - Use of Force,2014-08-14 15:37:00,3.0,2,1
852,Level 2 - Use of Force,2014-08-13 23:56:00,1.0,1,1
857,Level 2 - Use of Force,2014-08-15 17:00:00,0.0,2,1
859,Level 1 - Use of Force,2014-08-16 00:20:00,0.0,2,1
860,Level 1 - Use of Force,2014-08-15 17:46:00,3.0,2,0
861,Level 1 - Use of Force,2014-08-16 17:11:00,2.0,1,1
862,Level 1 - Use of Force,2014-07-30 02:43:00,3.0,2,1
863,Level 1 - Use of Force,2014-08-02 16:16:00,0.0,2,1
864,Level 1 - Use of Force,2014-08-17 16:52:00,0.0,1,1
866,Level 1 - Use of Force,2014-08-17 21:12:00,1.0,2,1
867,Level 1 - Use of Force,2014-08-17 21:12:00,1.0,2,1
868,Level 1 - Use of Force,2014-08-17 21:05:00,1.0,2,1
869,Level 1 - Use of Force,2014-08-17 16:52:00,0.0,1,1
870,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
870,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
872,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
872,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
879,Level 1 - Use of Force,2014-08-18 14:00:00,1.0,2,1
880,Level 1 - Use of Force,2014-08-18 14:00:00,1.0,2,1
884,Level 1 - Use of Force,2014-08-18 21:07:00,3.0,2,1
885,Level 1 - Use of Force,2014-08-19 02:46:00,1.0,1,1
888,Level 2 - Use of Force,2014-08-19 19:39:00,2.0,0,1
899,Level 2 - Use of Force,2014-08-19 20:30:00,2.0,0,1
900,Level 1 - Use of Force,2014-08-20 21:15:00,0.0,2,1
901,Level 1 - Use of Force,2014-08-20 21:40:00,0.0,2,1
902,Level 1 - Use of Force,2014-08-20 21:38:00,0.0,1,0
903,Level 1 - Use of Force,2014-08-20 21:55:00,1.0,8,1
904,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
904,Level 1 - Use of Force,2014-08-18 04:37:00,2.0,1,1
909,Level 1 - Use of Force,2014-08-22 19:30:00,2.0,2,0
910,Level 2 - Use of Force,2014-08-22 20:08:00,0.0,2,1
911,Level 2 - Use of Force,2014-08-23 19:59:00,0.0,2,1
912,Level 1 - Use of Force,2014-08-23 01:00:00,3.0,1,1
913,Level 1 - Use of Force,2014-08-23 02:00:00,3.0,8,1
914,Level 1 - Use of Force,2014-08-23 17:42:00,1.0,2,0
915,Level 1 - Use of Force,2014-08-24 06:05:00,3.0,1,0
915,Level 1 - Use of Force,2014-08-24 06:05:00,3.0,1,1
919,Level 1 - Use of Force,2014-08-25 14:08:00,0.0,2,1
920,Level 1 - Use of Force,2014-08-25 14:08:00,0.0,2,1
921,Level 1 - Use of Force,2014-08-25 17:00:00,2.0,1,1
922,Level 2 - Use of Force,2014-08-25 17:15:00,5.0,2,1
923,Level 1 - Use of Force,2014-08-26 12:10:00,2.0,1,1
924,Level 1 - Use of Force,2014-08-26 12:10:00,2.0,1,1
925,Level 1 - Use of Force,2014-08-25 23:30:00,2.0,1,1
935,Level 1 - Use of Force,2014-08-26 01:00:00,3.0,2,1
936,Level 1 - Use of Force,2014-08-25 23:00:00,2.0,1,1
937,Level 1 - Use of Force,2014-08-26 00:30:00,3.0,2,1
938,Level 2 - Use of Force,2014-08-22 21:00:00,3.0,1,1
939,Level 1 - Use of Force,2014-08-25 23:30:00,2.0,1,1
940,Level 1 - Use of Force,2014-08-26 00:30:00,3.0,2,1
941,Level 1 - Use of Force,2014-08-26 00:30:00,3.0,2,1
942,Level 1 - Use of Force,2014-08-26 02:14:00,0.0,2,1
943,Level 1 - Use of Force,2014-08-25 23:30:00,2.0,1,1
944,Level 1 - Use of Force,2014-08-26 02:14:00,0.0,2,1
946,Level 1 - Use of Force,2014-08-26 19:15:00,0.0,2,1
951,Level 1 - Use of Force,2014-08-27 17:50:00,2.0,1,1
952,Level 1 - Use of Force,2014-08-27 17:49:00,2.0,1,1
953,Level 1 - Use of Force,2014-08-27 09:33:00,3.0,2,1
954,Level 1 - Use of Force,2014-08-27 09:33:00,3.0,2,1
955,Level 1 - Use of Force,2014-08-27 09:37:00,3.0,2,1
956,Level 1 - Use of Force,2014-08-26 19:54:00,3.0,1,1
958,Level 1 - Use of Force,2014-08-23 00:26:00,3.0,1,1
959,Level 1 - Use of Force,2014-08-29 02:09:00,3.0,0,1
960,Level 1 - Use of Force,2014-08-29 06:59:00,5.0,2,1
963,Level 2 - Use of Force,2014-08-29 13:07:00,1.0,1,1
965,Level 1 - Use of Force,2014-08-29 02:42:00,1.0,2,1
965,Level 1 - Use of Force,2014-08-29 02:42:00,1.0,1,1
966,Level 2 - Use of Force,2014-08-29 19:48:00,2.0,2,0
967,Level 1 - Use of Force,2014-08-29 22:31:00,0.0,8,1
968,Level 1 - Use of Force,2014-08-29 22:31:00,0.0,8,1
