Incident_No,Force_Type,Incident_Date,Race,Gender,Age,Precinct,Neighborhood,Is911Call
16-107606,Level 1 - Use of Force,2016/03/28 03:41:50+00,1.0,1.0,25.0,1,Downtown West,0.0
16-108953,Level 1 - Use of Force,2016/03/29 02:23:27+00,1.0,1.0,37.0,5,Whittier,0.0
16-108953,Level 3 - Use of Force,2016/03/29 02:23:27+00,1.0,1.0,37.0,5,Whittier,0.0
16-109020,Level 1 - Use of Force,2016/03/29 05:11:19+00,2.0,1.0,49.0,3,Central,1.0
16-111124,Level 1 - Use of Force,2016/03/30 21:49:28+00,3.0,1.0,24.0,5,Whittier,1.0
16-111124,Level 1 - Use of Force,2016/03/30 21:49:28+00,3.0,1.0,24.0,5,Whittier,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112298,Level 1 - Use of Force,2016/03/31 21:49:48+00,3.0,1.0,24.0,3,East Phillips,1.0
16-112608,Level 1 - Use of Force,2016/04/01 02:24:30+00,2.0,0.0,25.0,2,Como,1.0
16-113230,Level 1 - Use of Force,2016/04/01 16:52:51+00,2.0,1.0,31.0,1,North Loop,1.0
16-113230,Level 1 - Use of Force,2016/04/01 16:52:51+00,2.0,1.0,31.0,1,North Loop,1.0
16-113538,Level 1 - Use of Force,2016/04/01 20:51:04+00,1.0,1.0,56.0,3,Phillips West,1.0
16-113538,Level 1 - Use of Force,2016/04/01 20:51:04+00,1.0,1.0,56.0,3,Phillips West,1.0
16-113637,Level 1 - Use of Force,2016/04/01 21:48:38+00,1.0,1.0,0.0,3,Cooper,1.0
16-113836,Level 1 - Use of Force,2016/04/01 23:57:57+00,1.0,1.0,43.0,4,Near - North,0.0
16-113836,Level 1 - Use of Force,2016/04/01 23:57:57+00,1.0,1.0,43.0,4,Near - North,0.0
16-113836,Level 1 - Use of Force,2016/04/01 23:57:57+00,1.0,1.0,43.0,4,Near - North,0.0
16-114295,Level 2 - Use of Force,2016/04/02 11:12:20+00,1.0,1.0,25.0,4,Jordan,0.0
16-114295,Level 2 - Use of Force,2016/04/02 11:12:20+00,1.0,1.0,25.0,4,Jordan,0.0
16-114295,Level 2 - Use of Force,2016/04/02 11:12:20+00,1.0,1.0,25.0,4,Jordan,0.0
16-114371,Level 2 - Use of Force,2016/04/02 13:07:39+00,1.0,1.0,30.0,2,Prospect Park - East River Road,1.0
16-114411,Level 3 - Use of Force,2016/04/02 14:09:10+00,1.0,1.0,38.0,1,Downtown West,1.0
16-114411,Level 1 - Use of Force,2016/04/02 14:09:10+00,1.0,1.0,38.0,1,Downtown West,1.0
16-115158,Level 1 - Use of Force,2016/04/02 23:22:06+00,7.0,0.0,18.0,1,Downtown West,0.0
16-115158,Level 1 - Use of Force,2016/04/02 23:22:06+00,7.0,1.0,36.0,1,Downtown West,0.0
16-115250,Level 1 - Use of Force,2016/04/03 00:35:54+00,0.0,1.0,23.0,4,Willard - Hay,1.0
16-115403,Level 1 - Use of Force,2016/04/03 02:35:59+00,1.0,1.0,21.0,1,Downtown West,0.0
16-115403,Level 1 - Use of Force,2016/04/03 02:35:59+00,1.0,1.0,35.0,1,Downtown West,0.0
16-115403,Level 1 - Use of Force,2016/04/03 02:35:59+00,1.0,1.0,21.0,1,Downtown West,0.0
16-115403,Level 1 - Use of Force,2016/04/03 02:35:59+00,1.0,1.0,28.0,1,Downtown West,0.0
16-116020,Level 1 - Use of Force,2016/04/03 18:02:35+00,1.0,1.0,19.0,1,Downtown West,1.0
16-116020,Level 1 - Use of Force,2016/04/03 18:02:35+00,1.0,1.0,19.0,1,Downtown West,1.0
16-116020,Level 1 - Use of Force,2016/04/03 18:02:35+00,1.0,1.0,19.0,1,Downtown West,1.0
16-118060,Level 2 - Use of Force,2016/04/05 10:46:13+00,1.0,1.0,20.0,4,Folwell,0.0
16-119030,Level 1 - Use of Force,2016/04/05 23:31:04+00,2.0,1.0,26.0,2,Audubon Park,0.0
16-119030,Level 1 - Use of Force,2016/04/05 23:31:04+00,2.0,1.0,26.0,2,Audubon Park,0.0
16-119030,Level 1 - Use of Force,2016/04/05 23:31:04+00,2.0,1.0,26.0,2,Audubon Park,0.0
16-119091,Level 1 - Use of Force,2016/04/06 00:35:16+00,1.0,1.0,27.0,4,Willard - Hay,0.0
16-119091,Level 1 - Use of Force,2016/04/06 00:35:16+00,1.0,1.0,27.0,4,Willard - Hay,0.0
16-122466,Level 1 - Use of Force,2016/04/08 14:04:59+00,4.0,0.0,37.0,2,Audubon Park,1.0
16-122466,Level 1 - Use of Force,2016/04/08 14:04:59+00,4.0,0.0,37.0,2,Audubon Park,1.0
16-122805,Level 1 - Use of Force,2016/04/08 18:42:46+00,1.0,1.0,22.0,4,Willard - Hay,1.0
16-122805,Level 1 - Use of Force,2016/04/08 18:42:46+00,1.0,1.0,22.0,4,Willard - Hay,1.0
16-123041,Level 1 - Use of Force,2016/04/08 21:22:54+00,2.0,1.0,19.0,1,Downtown West,0.0
16-123041,Level 1 - Use of Force,2016/04/08 21:22:54+00,2.0,1.0,19.0,1,Downtown West,0.0
16-123594,Level 1 - Use of Force,2016/04/09 07:27:10+00,1.0,1.0,24.0,1,Downtown West,0.0
16-123594,Level 1 - Use of Force,2016/04/09 07:27:10+00,1.0,1.0,24.0,1,Downtown West,0.0
16-123594,Level 1 - Use of Force,2016/04/09 07:27:10+00,1.0,1.0,24.0,1,Downtown West,0.0
16-123594,Level 1 - Use of Force,2016/04/09 07:27:10+00,1.0,1.0,24.0,1,Downtown West,0.0
16-123950,Level 1 - Use of Force,2016/04/09 16:53:25+00,2.0,1.0,27.0,1,Downtown West,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-123987,Level 1 - Use of Force,2016/04/09 17:38:15+00,1.0,1.0,25.0,4,Harrison,0.0
16-124141,Level 1 - Use of Force,2016/04/09 19:39:03+00,1.0,1.0,24.0,5,Lyndale,0.0
16-124141,Level 1 - Use of Force,2016/04/09 19:39:03+00,1.0,1.0,24.0,5,Lyndale,0.0
16-124430,Level 1 - Use of Force,2016/04/09 22:59:41+00,,2.0,49.0,4,Jordan,0.0
16-124430,Level 1 - Use of Force,2016/04/09 22:59:41+00,,2.0,49.0,4,Jordan,0.0
16-124498,Level 1 - Use of Force,2016/04/09 23:50:26+00,1.0,1.0,33.0,4,Near - North,0.0
16-124498,Level 1 - Use of Force,2016/04/09 23:50:26+00,1.0,1.0,33.0,4,Near - North,0.0
16-124498,Level 1 - Use of Force,2016/04/09 23:50:26+00,1.0,1.0,33.0,4,Near - North,0.0
16-124498,Level 1 - Use of Force,2016/04/09 23:50:26+00,1.0,1.0,33.0,4,Near - North,0.0
16-124498,Level 1 - Use of Force,2016/04/09 23:50:26+00,1.0,1.0,33.0,4,Near - North,0.0
16-124731,Level 1 - Use of Force,2016/04/10 02:52:52+00,,2.0,30.0,1,Downtown West,1.0
16-124731,Level 1 - Use of Force,2016/04/10 02:52:52+00,,2.0,30.0,1,Downtown West,1.0
16-124807,Level 1 - Use of Force,2016/04/10 06:24:49+00,4.0,1.0,25.0,5,King Field,1.0
16-124807,Level 1 - Use of Force,2016/04/10 06:24:49+00,4.0,1.0,25.0,5,King Field,1.0
16-124807,Level 1 - Use of Force,2016/04/10 06:24:49+00,4.0,1.0,25.0,5,King Field,1.0
16-124807,Level 1 - Use of Force,2016/04/10 06:24:49+00,4.0,1.0,25.0,5,King Field,1.0
16-125783,Level 1 - Use of Force,2016/04/11 02:35:44+00,1.0,1.0,21.0,1,Downtown West,0.0
16-125783,Level 1 - Use of Force,2016/04/11 02:35:44+00,1.0,1.0,22.0,1,Downtown West,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 3 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-126959,Level 1 - Use of Force,2016/04/11 22:55:07+00,1.0,1.0,26.0,4,Hawthorne,0.0
16-128340,Level 1 - Use of Force,2016/04/12 22:44:50+00,1.0,1.0,51.0,3,Phillips West,0.0
16-128340,Level 1 - Use of Force,2016/04/12 22:44:50+00,1.0,1.0,51.0,3,Phillips West,0.0
16-128340,Level 2 - Use of Force,2016/04/12 22:44:50+00,1.0,1.0,51.0,3,Phillips West,0.0
16-129752,Level 1 - Use of Force,2016/04/13 23:02:56+00,1.0,1.0,27.0,4,Near - North,1.0
16-129752,Level 1 - Use of Force,2016/04/13 23:02:56+00,1.0,1.0,27.0,4,Near - North,1.0
16-129752,Level 1 - Use of Force,2016/04/13 23:02:56+00,1.0,1.0,27.0,4,Near - North,1.0
16-129752,Level 1 - Use of Force,2016/04/13 23:02:56+00,1.0,1.0,27.0,4,Near - North,1.0
16-129908,Level 1 - Use of Force,2016/04/14 01:00:44+00,1.0,1.0,27.0,1,Downtown West,1.0
16-129908,Level 1 - Use of Force,2016/04/14 01:00:44+00,1.0,1.0,30.0,1,Downtown West,1.0
16-129908,Level 1 - Use of Force,2016/04/14 01:00:44+00,1.0,1.0,27.0,1,Downtown West,1.0
16-129908,Level 1 - Use of Force,2016/04/14 01:00:44+00,1.0,1.0,25.0,1,Downtown West,1.0
16-129908,Level 1 - Use of Force,2016/04/14 01:00:44+00,1.0,1.0,27.0,1,Downtown West,1.0
16-131187,Level 1 - Use of Force,2016/04/14 23:17:50+00,1.0,1.0,42.0,4,Willard - Hay,1.0
16-131187,Level 1 - Use of Force,2016/04/14 23:17:50+00,1.0,1.0,42.0,4,Willard - Hay,1.0
16-131187,Level 1 - Use of Force,2016/04/14 23:17:50+00,1.0,1.0,42.0,4,Willard - Hay,1.0
16-131365,Level 1 - Use of Force,2016/04/15 02:22:43+00,4.0,3.0,0.0,1,Downtown West,0.0
16-132314,Level 1 - Use of Force,2016/04/15 20:00:13+00,3.0,1.0,50.0,5,Armatage,1.0
16-132972,Level 1 - Use of Force,2016/04/16 02:31:09+00,1.0,1.0,23.0,1,Downtown West,0.0
16-132972,Level 1 - Use of Force,2016/04/16 02:31:09+00,1.0,1.0,21.0,1,Downtown West,0.0
16-133076,Level 1 - Use of Force,2016/04/16 04:45:42+00,2.0,1.0,21.0,3,Ventura Village,0.0
16-133957,Level 1 - Use of Force,2016/04/16 21:10:58+00,1.0,1.0,20.0,5,Lyndale,0.0
16-133957,Level 1 - Use of Force,2016/04/16 21:10:58+00,1.0,1.0,20.0,5,Lyndale,0.0
16-133957,Level 1 - Use of Force,2016/04/16 21:10:58+00,1.0,1.0,20.0,5,Lyndale,0.0
16-133957,Level 1 - Use of Force,2016/04/16 21:10:58+00,1.0,1.0,20.0,5,Lyndale,0.0
16-135436,Level 1 - Use of Force,2016/04/17 23:33:01+00,1.0,1.0,41.0,4,Folwell,1.0
16-135548,Level 1 - Use of Force,2016/04/18 01:23:05+00,1.0,1.0,21.0,1,Downtown West,0.0
16-135579,Level 1 - Use of Force,2016/04/18 01:56:43+00,1.0,1.0,0.0,1,Downtown West,0.0
16-137363,Level 1 - Use of Force,2016/04/19 13:46:53+00,2.0,1.0,30.0,3,Bryant,1.0
16-137764,Level 1 - Use of Force,2016/04/19 19:31:05+00,3.0,1.0,49.0,3,Powderhorn Park,0.0
16-137908,Level 1 - Use of Force,2016/04/19 21:26:27+00,1.0,1.0,26.0,1,Cedar Riverside,0.0
16-137908,Level 1 - Use of Force,2016/04/19 21:26:27+00,1.0,1.0,26.0,1,Cedar Riverside,0.0
16-138212,Level 1 - Use of Force,2016/04/20 01:18:10+00,1.0,1.0,38.0,4,Near - North,1.0
16-138254,Level 3 - Use of Force,2016/04/20 02:14:02+00,1.0,1.0,26.0,1,Cedar Riverside,1.0
16-138254,Level 1 - Use of Force,2016/04/20 02:14:02+00,1.0,1.0,26.0,1,Cedar Riverside,1.0
16-139434,Level 2 - Use of Force,2016/04/20 22:27:26+00,1.0,1.0,28.0,1,Cedar Riverside,1.0
16-139434,Level 1 - Use of Force,2016/04/20 22:27:26+00,1.0,1.0,28.0,1,Cedar Riverside,1.0
16-140864,Level 2 - Use of Force,2016/04/21 22:42:46+00,1.0,1.0,15.0,4,Folwell,1.0
16-140886,Level 2 - Use of Force,2016/04/21 22:54:43+00,2.0,1.0,32.0,5,Loring Park,1.0
16-140886,Level 2 - Use of Force,2016/04/21 22:54:43+00,2.0,1.0,32.0,5,Loring Park,1.0
16-140940,Level 2 - Use of Force,2016/04/21 23:33:04+00,1.0,1.0,27.0,1,Downtown West,0.0
16-141710,Level 1 - Use of Force,2016/04/22 15:34:26+00,1.0,1.0,18.0,3,Powderhorn Park,0.0
16-142531,Level 1 - Use of Force,2016/04/23 00:35:21+00,1.0,0.0,23.0,1,Downtown West,0.0
16-143590,Level 1 - Use of Force,2016/04/23 20:49:12+00,7.0,1.0,24.0,2,University of Minnesota,1.0
16-143590,Level 1 - Use of Force,2016/04/23 20:49:12+00,7.0,1.0,24.0,2,University of Minnesota,1.0
16-143590,Level 1 - Use of Force,2016/04/23 20:49:12+00,7.0,1.0,24.0,2,University of Minnesota,1.0
16-143590,Level 1 - Use of Force,2016/04/23 20:49:12+00,7.0,1.0,24.0,2,University of Minnesota,1.0
16-144009,Level 1 - Use of Force,2016/04/24 00:45:54+00,3.0,1.0,52.0,1,Downtown West,0.0
16-144146,Level 2 - Use of Force,2016/04/24 02:13:12+00,1.0,1.0,32.0,1,Downtown West,0.0
16-144146,Level 1 - Use of Force,2016/04/24 02:13:12+00,1.0,1.0,32.0,1,Downtown West,0.0
16-144146,Level 2 - Use of Force,2016/04/24 02:13:12+00,1.0,1.0,32.0,1,Downtown West,0.0
16-144146,Level 1 - Use of Force,2016/04/24 02:13:12+00,1.0,1.0,32.0,1,Downtown West,0.0
16-144151,Level 1 - Use of Force,2016/04/24 02:16:28+00,1.0,1.0,0.0,1,Downtown West,0.0
16-144151,Level 1 - Use of Force,2016/04/24 02:16:28+00,1.0,1.0,0.0,1,Downtown West,0.0
16-144151,Level 1 - Use of Force,2016/04/24 02:16:28+00,1.0,1.0,0.0,1,Downtown West,0.0
16-144251,Level 1 - Use of Force,2016/04/24 04:04:05+00,2.0,1.0,0.0,1,Downtown West,0.0
16-144251,Level 1 - Use of Force,2016/04/24 04:04:05+00,2.0,1.0,0.0,1,Downtown West,0.0
16-144270,Level 1 - Use of Force,2016/04/24 04:34:13+00,2.0,1.0,28.0,3,Ventura Village,0.0
16-144270,Level 1 - Use of Force,2016/04/24 04:34:13+00,2.0,1.0,28.0,3,Ventura Village,0.0
16-144270,Level 1 - Use of Force,2016/04/24 04:34:13+00,2.0,1.0,28.0,3,Ventura Village,0.0
16-144270,Level 1 - Use of Force,2016/04/24 04:34:13+00,2.0,1.0,28.0,3,Ventura Village,0.0
16-144277,Level 1 - Use of Force,2016/04/24 04:44:11+00,2.0,1.0,21.0,1,Downtown West,1.0
16-144834,Level 1 - Use of Force,2016/04/24 19:48:09+00,1.0,1.0,26.0,1,Downtown West,1.0
16-145204,Level 1 - Use of Force,2016/04/25 02:13:12+00,1.0,1.0,25.0,1,Downtown West,0.0
16-146512,Level 1 - Use of Force,2016/04/26 02:03:29+00,2.0,1.0,24.0,3,Ventura Village,0.0
16-146512,Level 1 - Use of Force,2016/04/26 02:03:29+00,2.0,1.0,24.0,3,Ventura Village,0.0
16-146512,Level 1 - Use of Force,2016/04/26 02:03:29+00,2.0,1.0,24.0,3,Ventura Village,0.0
16-146512,Level 1 - Use of Force,2016/04/26 02:03:29+00,2.0,1.0,24.0,3,Ventura Village,0.0
16-146836,Level 1 - Use of Force,2016/04/26 11:25:10+00,1.0,0.0,17.0,4,Jordan,1.0
16-146836,Level 1 - Use of Force,2016/04/26 11:25:10+00,1.0,0.0,17.0,4,Jordan,1.0
16-147250,Level 1 - Use of Force,2016/04/26 17:26:09+00,3.0,1.0,28.0,3,Ventura Village,0.0
16-149945,Level 1 - Use of Force,2016/04/28 19:03:33+00,2.0,1.0,57.0,4,Willard - Hay,1.0
16-149945,Level 1 - Use of Force,2016/04/28 19:03:33+00,2.0,1.0,57.0,4,Willard - Hay,1.0
16-149987,Level 1 - Use of Force,2016/04/28 19:32:39+00,2.0,1.0,53.0,5,CARAG,1.0
16-149987,Level 1 - Use of Force,2016/04/28 19:32:39+00,2.0,1.0,53.0,5,CARAG,1.0
16-151256,Level 1 - Use of Force,2016/04/29 18:17:52+00,3.0,1.0,28.0,1,Downtown East,1.0
16-151374,Level 1 - Use of Force,2016/04/29 19:41:40+00,1.0,1.0,52.0,1,Downtown West,1.0
16-151374,Level 1 - Use of Force,2016/04/29 19:41:40+00,1.0,1.0,52.0,1,Downtown West,1.0
16-151397,Level 1 - Use of Force,2016/04/29 20:02:28+00,2.0,1.0,39.0,1,Downtown West,0.0
16-151576,Level 1 - Use of Force,2016/04/29 22:00:51+00,1.0,0.0,0.0,4,Hawthorne,1.0
16-151576,Level 1 - Use of Force,2016/04/29 22:00:51+00,1.0,0.0,0.0,4,Hawthorne,1.0
16-151612,Level 1 - Use of Force,2016/04/29 22:18:35+00,1.0,1.0,35.0,4,Hawthorne,0.0
16-151881,Level 1 - Use of Force,2016/04/30 01:08:00+00,7.0,1.0,18.0,3,East Phillips,0.0
16-151934,Level 1 - Use of Force,2016/04/30 01:48:53+00,2.0,0.0,21.0,1,Downtown West,0.0
16-151971,Level 1 - Use of Force,2016/04/30 02:18:42+00,2.0,1.0,23.0,1,Downtown West,0.0
16-152071,Level 1 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,21.0,3,Ventura Village,1.0
16-152071,Level 1 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,22.0,3,Ventura Village,1.0
16-152071,Level 1 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,22.0,3,Ventura Village,1.0
16-152071,Level 3 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,22.0,3,Ventura Village,1.0
16-152071,Level 1 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,22.0,3,Ventura Village,1.0
16-152071,Level 1 - Use of Force,2016/04/30 05:33:04+00,1.0,1.0,22.0,3,Ventura Village,1.0
16-152546,Level 1 - Use of Force,2016/04/30 17:24:38+00,1.0,1.0,23.0,1,Downtown West,0.0
16-152546,Level 1 - Use of Force,2016/04/30 17:24:38+00,1.0,1.0,25.0,1,Downtown West,0.0
16-152546,Level 1 - Use of Force,2016/04/30 17:24:38+00,1.0,1.0,25.0,1,Downtown West,0.0
16-152760,Level 2 - Use of Force,2016/04/30 20:18:02+00,1.0,1.0,20.0,1,Downtown West,1.0
16-152760,Level 2 - Use of Force,2016/04/30 20:18:02+00,1.0,1.0,20.0,1,Downtown West,1.0
16-152760,Level 2 - Use of Force,2016/04/30 20:18:02+00,1.0,1.0,20.0,1,Downtown West,1.0
16-152760,Level 2 - Use of Force,2016/04/30 20:18:02+00,1.0,1.0,20.0,1,Downtown West,1.0
16-153004,Level 1 - Use of Force,2016/04/30 23:16:29+00,1.0,1.0,20.0,4,Jordan,0.0
16-153110,Level 1 - Use of Force,2016/05/01 00:31:33+00,7.0,1.0,0.0,1,Downtown West,0.0
16-153220,Level 1 - Use of Force,2016/05/01 02:18:40+00,1.0,0.0,21.0,1,Downtown West,0.0
16-153220,Level 1 - Use of Force,2016/05/01 02:18:40+00,1.0,0.0,21.0,1,Downtown West,0.0
16-153220,Level 1 - Use of Force,2016/05/01 02:18:40+00,1.0,0.0,21.0,1,Downtown West,0.0
16-153227,Level 1 - Use of Force,2016/05/01 02:25:53+00,,1.0,23.0,5,Lowry Hill East,0.0
16-153714,Level 1 - Use of Force,2016/05/01 16:48:27+00,2.0,1.0,22.0,1,Downtown West,1.0
16-154257,Level 1 - Use of Force,2016/05/02 01:09:57+00,2.0,1.0,21.0,3,Powderhorn Park,1.0
16-154325,Level 1 - Use of Force,2016/05/02 02:31:25+00,1.0,0.0,21.0,1,Downtown West,0.0
16-154332,Level 1 - Use of Force,2016/05/02 02:48:23+00,1.0,1.0,0.0,1,Downtown West,0.0
16-154332,Level 1 - Use of Force,2016/05/02 02:48:23+00,1.0,1.0,0.0,1,Downtown West,0.0
16-154338,Level 1 - Use of Force,2016/05/02 03:07:16+00,1.0,1.0,29.0,1,Downtown West,0.0
16-154338,Level 1 - Use of Force,2016/05/02 03:07:16+00,1.0,1.0,29.0,1,Downtown West,0.0
16-154726,Level 1 - Use of Force,2016/05/02 12:44:08+00,1.0,1.0,16.0,5,Fulton,0.0
16-155463,Level 1 - Use of Force,2016/05/02 22:18:54+00,1.0,0.0,18.0,4,Harrison,0.0
16-156248,Level 1 - Use of Force,2016/05/03 13:46:04+00,2.0,1.0,27.0,5,Linden Hills,0.0
16-156434,Level 1 - Use of Force,2016/05/03 16:23:28+00,3.0,1.0,46.0,1,Downtown West,0.0
16-156434,Level 1 - Use of Force,2016/05/03 16:23:28+00,3.0,1.0,46.0,1,Downtown West,0.0
16-156473,Level 1 - Use of Force,2016/05/03 16:54:45+00,3.0,1.0,34.0,1,Cedar Riverside,1.0
16-157889,Level 1 - Use of Force,2016/05/04 15:40:00+00,1.0,1.0,29.0,4,McKinley,0.0
16-157889,Level 1 - Use of Force,2016/05/04 15:40:00+00,1.0,1.0,29.0,4,McKinley,0.0
16-157889,Level 1 - Use of Force,2016/05/04 15:40:00+00,1.0,1.0,29.0,4,McKinley,0.0
16-157889,Level 1 - Use of Force,2016/05/04 15:40:00+00,1.0,1.0,29.0,4,McKinley,0.0
16-158212,Level 1 - Use of Force,2016/05/04 19:28:38+00,1.0,1.0,18.0,1,Downtown West,0.0
16-158212,Level 1 - Use of Force,2016/05/04 19:28:38+00,1.0,1.0,18.0,1,Downtown West,0.0
16-158212,Level 1 - Use of Force,2016/05/04 19:28:38+00,1.0,1.0,18.0,1,Downtown West,0.0
16-158326,Level 1 - Use of Force,2016/05/04 20:50:49+00,1.0,1.0,29.0,4,Willard - Hay,1.0
16-158326,Level 1 - Use of Force,2016/05/04 20:50:49+00,1.0,1.0,29.0,4,Willard - Hay,1.0
16-158326,Level 1 - Use of Force,2016/05/04 20:50:49+00,1.0,1.0,29.0,4,Willard - Hay,1.0
16-159905,Level 3 - Use of Force,2016/05/05 21:11:34+00,2.0,1.0,25.0,2,Marcy Holmes,0.0
16-159905,Level 1 - Use of Force,2016/05/05 21:11:34+00,2.0,1.0,25.0,2,Marcy Holmes,0.0
16-160473,Level 1 - Use of Force,2016/05/06 09:17:02+00,2.0,1.0,59.0,3,Ericsson,1.0
16-161587,Level 1 - Use of Force,2016/05/06 22:40:48+00,1.0,1.0,25.0,1,Downtown West,0.0
16-161968,Level 1 - Use of Force,2016/05/07 02:18:34+00,2.0,1.0,24.0,5,Lowry Hill East,1.0
16-161968,Level 1 - Use of Force,2016/05/07 02:18:34+00,2.0,1.0,24.0,5,Lowry Hill East,1.0
16-161968,Level 1 - Use of Force,2016/05/07 02:18:34+00,2.0,1.0,24.0,5,Lowry Hill East,1.0
16-163258,Level 1 - Use of Force,2016/05/08 00:42:07+00,1.0,1.0,21.0,2,Marcy Holmes,1.0
16-163258,Level 1 - Use of Force,2016/05/08 00:42:07+00,1.0,1.0,21.0,2,Marcy Holmes,1.0
16-163258,Level 1 - Use of Force,2016/05/08 00:42:07+00,1.0,1.0,21.0,2,Marcy Holmes,1.0
16-163258,Level 1 - Use of Force,2016/05/08 00:42:07+00,1.0,1.0,21.0,2,Marcy Holmes,1.0
16-163357,Level 1 - Use of Force,2016/05/08 02:01:47+00,1.0,0.0,0.0,4,Hawthorne,0.0
16-163369,Level 1 - Use of Force,2016/05/08 02:14:51+00,2.0,1.0,0.0,5,Lowry Hill East,0.0
16-163369,Level 1 - Use of Force,2016/05/08 02:14:51+00,7.0,1.0,20.0,5,Lowry Hill East,0.0
16-163369,Level 1 - Use of Force,2016/05/08 02:14:51+00,0.0,1.0,20.0,5,Lowry Hill East,0.0
16-163369,Level 1 - Use of Force,2016/05/08 02:14:51+00,1.0,1.0,20.0,5,Lowry Hill East,0.0
16-164477,Level 1 - Use of Force,2016/05/09 01:35:46+00,1.0,1.0,27.0,4,Jordan,1.0
16-164906,Level 1 - Use of Force,2016/05/09 12:40:28+00,1.0,1.0,63.0,1,Downtown West,0.0
16-164906,Level 1 - Use of Force,2016/05/09 12:40:28+00,1.0,1.0,63.0,1,Downtown West,0.0
16-164906,Level 1 - Use of Force,2016/05/09 12:40:28+00,1.0,1.0,63.0,1,Downtown West,0.0
16-165794,Level 1 - Use of Force,2016/05/10 00:24:30+00,2.0,0.0,24.0,1,Downtown West,1.0
16-165794,Level 1 - Use of Force,2016/05/10 00:24:30+00,1.0,1.0,29.0,1,Downtown West,1.0
16-165794,Level 1 - Use of Force,2016/05/10 00:24:30+00,2.0,0.0,24.0,1,Downtown West,1.0
16-165937,Level 1 - Use of Force,2016/05/10 04:14:45+00,2.0,1.0,36.0,5,Lyndale,1.0
16-165937,Level 1 - Use of Force,2016/05/10 04:14:45+00,2.0,1.0,36.0,5,Lyndale,1.0
16-165937,Level 1 - Use of Force,2016/05/10 04:14:45+00,2.0,1.0,36.0,5,Lyndale,1.0
16-165937,Level 1 - Use of Force,2016/05/10 04:14:45+00,2.0,1.0,36.0,5,Lyndale,1.0
16-166002,Level 1 - Use of Force,2016/05/10 08:03:39+00,1.0,1.0,48.0,3,Ventura Village,1.0
16-166504,Level 1 - Use of Force,2016/05/10 16:35:41+00,1.0,0.0,17.0,4,Webber - Camden,0.0
16-166504,Level 1 - Use of Force,2016/05/10 16:35:41+00,1.0,0.0,17.0,4,Webber - Camden,0.0
16-166827,Level 1 - Use of Force,2016/05/10 20:20:29+00,1.0,1.0,45.0,4,Near - North,1.0
16-167069,Level 2 - Use of Force,2016/05/10 22:31:06+00,1.0,0.0,20.0,5,Whittier,1.0
16-170493,Level 1 - Use of Force,2016/05/13 11:05:02+00,1.0,1.0,39.0,4,Webber - Camden,0.0
16-170493,Level 3 - Use of Force,2016/05/13 11:05:02+00,1.0,1.0,39.0,4,Webber - Camden,0.0
16-170493,Level 2 - Use of Force,2016/05/13 11:05:02+00,1.0,1.0,39.0,4,Webber - Camden,0.0
16-170972,Level 1 - Use of Force,2016/05/13 18:30:11+00,1.0,1.0,16.0,4,Folwell,1.0
